series_days,adjacent_quantile_comparisons,crossing_count,crossing_rate_percent,affected_series_days,affected_series_day_share_percent,mean_positive_crossing_magnitude,median_positive_crossing_magnitude,p90_positive_crossing_magnitude,p95_positive_crossing_magnitude,p99_positive_crossing_magnitude,maximum_positive_crossing_magnitude,quantile_cells_changed_by_rearrangement,mean_absolute_change_among_changed_cells,maximum_absolute_cell_change,maximum_absolute_pinball_loss_change,maximum_absolute_coverage_change
56000,448000,2920,0.6517857142857143,2791,4.983928571428571,0.002159227331403961,0.00152174220420415,0.004570026230067029,0.005906074889935624,0.010435049645602644,0.07019835710525521,6327,0.002003273134174371,0.10487425327301031,1.4290377510439711e-05,0.0
